"BehaviorSpace results (NetLogo 6.0.4)"
"ibc/ibc_com_corrected_all_review.nlogo"
"experiment_patches_allsmall"
"05/12/2022 20:41:26:885 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"0","100","0","100"
"[run number]","perc_small","size_small","bold_prob","[step]","ticks","spec_num","count turtles with [species = 0]","count turtles with [species = 1]","count turtles with [species = 2]","count turtles with [species = 3]","count turtles with [species = 4]","count turtles with [species = 5]","count turtles with [species = 6]","count turtles with [species = 7]","count turtles with [species = 8]","count turtles with [species = 9]","mean [mass] of turtles","sum [mass] of turtles","mean [hrsize] of turtles","mean [forage_small] of turtles with [species = 0]","mean [forage_small] of turtles with [species = 1]","mean [forage_small] of turtles with [species = 2]","mean [forage_small] of turtles with [species = 3]","mean [forage_small] of turtles with [species = 4]","mean [forage_small] of turtles with [species = 5]","mean [forage_small] of turtles with [species = 6]","mean [forage_small] of turtles with [species = 7]","mean [forage_small] of turtles with [species = 8]","mean [forage_small] of turtles with [species = 9]","count turtles with [core = 1 and species = 0]","count turtles with [core = 1 and species = 1]","count turtles with [core = 1 and species = 2]","count turtles with [core = 1 and species = 3]","count turtles with [core = 1 and species = 4]","count turtles with [core = 1 and species = 5]","count turtles with [core = 1 and species = 6]","count turtles with [core = 1 and species = 7]","count turtles with [core = 1 and species = 8]","count turtles with [core = 1 and species = 9]","count turtles with [core = 2 and species = 0]","count turtles with [core = 2 and species = 1]","count turtles with [core = 2 and species = 2]","count turtles with [core = 2 and species = 3]","count turtles with [core = 2 and species = 4]","count turtles with [core = 2 and species = 5]","count turtles with [core = 2 and species = 6]","count turtles with [core = 2 and species = 7]","count turtles with [core = 2 and species = 8]","count turtles with [core = 2 and species = 9]","count turtles with [ss-use and species = 0]","count turtles with [ss-use and species = 1]","count turtles with [ss-use and species = 2]","count turtles with [ss-use and species = 3]","count turtles with [ss-use and species = 4]","count turtles with [ss-use and species = 5]","count turtles with [ss-use and species = 6]","count turtles with [ss-use and species = 7]","count turtles with [ss-use and species = 8]","count turtles with [ss-use and species = 9]"
"1192","0.9","1","0.5","2622","2622","4","0","0","0","0","0","2","0","15","101","108","0.10527115775096016","23.791281651716996","11.952866783623179","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","4.066666666666666","3.4455445544554455","4.796296296296297","0","0","0","0","0","2","0","15","101","108","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1199","0.9","1","0.5","2060","2060","4","0","0","0","0","0","0","2","57","5","178","0.1071870095646547","25.939256314646435","12.27785989797331","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","13","6.228070175438597","0.8","5.876404494382022","0","0","0","0","0","0","2","57","5","178","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1222","1","1","0.05","1295","1295","4","483","56","20","35","0","0","0","0","0","0","0.013026796830334657","7.737917317218786","2.2985650566258933","0.045548654244306416","0.03571428571428571","0.15","0.34285714285714286","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","483","56","20","35","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1200","0.9","1","0.5","2015","2015","4","0","0","0","0","2","0","0","19","29","168","0.10409812295008271","22.69339080311803","12.3584098311882","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","7.421052631578948","7.896551724137931","3.4523809523809526","0","0","0","0","2","0","0","19","29","168","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1232","1","1","0.05","992","992","4","444","96","41","12","0","0","0","0","0","0","0.013716719625705545","8.134014738043389","2.1864480060457865","0.05855855855855856","0.11458333333333333","0.0975609756097561","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","444","96","41","12","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1224","1","1","0.05","1350","1350","4","531","93","1","0","10","0","0","0","0","0","0.011937437955308683","7.580273101621014","2.0377952755905513","0.03389830508474576","0.08602150537634409","0","<RuntimePrimitiveException>","0.7","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","531","93","1","0","10","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1230","1","1","0.05","1275","1275","4","578","63","16","0","0","0","0","0","1","0","0.011529433112561726","7.586366988065616","1.993311306793594","0.025951557093425604","0.06349206349206349","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","578","63","16","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1225","1","1","0.05","1443","1443","4","524","73","11","0","1","0","0","0","0","0","0.011680393929951058","7.113359903340195","2.0565987301631448","0.04007633587786259","0.0273972602739726","0","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","524","73","11","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1223","1","1","0.05","1758","1758","4","573","64","0","0","2","3","0","0","0","0","0.011201864012811154","7.191596696224761","1.9024735806932729","0.04013961605584642","0.03125","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","573","64","0","0","2","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1227","1","1","0.05","1679","1679","4","450","125","0","22","0","3","0","0","0","0","0.01325656120046331","7.953936720277985","2.1655518819941566","0.06888888888888889","0.056","<RuntimePrimitiveException>","0.13636363636363635","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","450","125","0","22","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1229","1","1","0.05","1742","1742","4","592","54","0","0","8","0","0","0","1","0","0.011294224631326701","7.39771713351899","2.103004163336329","0.03885135135135135","0.12962962962962962","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.125","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","592","54","0","0","8","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1228","1","1","0.05","1874","1874","4","552","51","14","0","0","7","0","0","0","0","0.011730431624085642","7.319789333429441","2.3717197919894364","0.08333333333333333","0.09803921568627451","0.14285714285714285","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.8571428571428572","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","552","51","14","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1233","1","1","0.05","1740","1740","4","588","18","23","2","0","0","0","0","0","0","0.011072839376936554","6.986961646846966","2.068738956110798","0.0391156462585034","0.1111111111111111","0.5217391304347826","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","588","18","23","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1178","0.9","1","0.25","5019","5019","4","123","0","0","0","0","0","11","0","40","138","0.06326472519719707","19.73859426152549","7.153734742775399","0.032520325203252036","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.8181818181818181","<RuntimePrimitiveException>","3.6","3.4782608695652173","123","0","0","0","0","0","11","0","40","138","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1221","1","1","0.05","2209","2209","4","391","143","16","0","17","0","0","0","0","0","0.014333582782714004","8.12714143779884","2.33033198633692","0.04859335038363171","0.14685314685314685","0","<RuntimePrimitiveException>","0.8823529411764706","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","391","143","16","0","17","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1231","1","1","0.05","2071","2071","4","418","78","50","30","0","0","0","0","0","0","0.014599513263576423","8.40931963982002","2.2193613900596154","0.07416267942583732","0","0.02","0.13333333333333333","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","418","78","50","30","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1238","1","1","0.05","1413","1413","4","508","105","1","0","0","11","0","0","0","0","0.012535808289268648","7.834880180792905","2.0505217519965107","0.07086614173228346","0.0761904761904762","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","508","105","1","0","0","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1236","1","1","0.05","2115","2115","4","558","55","0","0","0","2","0","2","0","0","0.01105969222356961","6.823830101942449","1.9209569502671855","0.04121863799283154","0.03636363636363636","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","1","<RuntimePrimitiveException>","<RuntimePrimitiveException>","558","55","0","0","0","2","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1237","1","1","0.05","1790","1790","4","478","96","15","8","0","0","0","0","0","0","0.01260841895008198","7.527226113198942","2.0407992192656117","0.04811715481171548","0.375","0.13333333333333333","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","478","96","15","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1235","1","1","0.05","2290","2290","4","476","98","19","11","0","0","0","0","0","0","0.012870910692111758","7.7740300580355015","2.234675373613266","0.052521008403361345","0.04081632653061224","0.10526315789473684","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","476","98","19","11","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1198","0.9","1","0.5","3888","3888","4","0","2","0","0","0","0","0","14","8","197","0.10752658962588514","23.763376307320616","10.696322876599258","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.0714285714285714","3.5","3.6142131979695433","0","2","0","0","0","0","0","14","8","197","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1239","1","1","0.05","1884","1884","4","470","115","14","0","0","0","0","0","0","2","0.012723989743212238","7.647117835670555","2.4303703396809535","0.04468085106382979","0.0782608695652174","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","470","115","14","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1234","1","1","0.05","3266","3266","4","370","191","0","0","0","0","3","5","0","0","0.01405075167946061","7.994877705613087","2.4315353699701685","0.04864864864864865","0.10471204188481675","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0.4","<RuntimePrimitiveException>","<RuntimePrimitiveException>","370","191","0","0","0","0","3","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1226","1","1","0.05","4193","4193","4","543","44","5","0","27","0","0","0","0","0","0.012398707282021736","7.674799807571454","2.186008597634031","0.04604051565377532","0.22727272727272727","0","<RuntimePrimitiveException>","0.1111111111111111","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","543","44","5","0","27","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1195","0.9","1","0.5","4902","4902","4","85","57","22","0","0","0","0","0","0","159","0.06064596339852895","19.58864617772485","7.21280165134656","0.1411764705882353","0.3333333333333333","0.6818181818181818","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","4.566037735849057","85","57","22","0","0","0","0","0","0","159","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1240","1","1","0.05","3714","3714","4","558","62","0","3","0","0","0","5","0","0","0.011720234439574938","7.3603072280530615","2.018918280376972","0.034050179211469536","0.08064516129032258","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.2","<RuntimePrimitiveException>","<RuntimePrimitiveException>","558","62","0","3","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1241","1","1","0.1","3665","3665","4","0","97","93","0","0","0","30","0","0","98","0.05377581440143554","17.100708979656503","6.044025157232705","<RuntimePrimitiveException>","0.422680412371134","0.8494623655913979","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.7666666666666666","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.9591836734693877","0","97","93","0","0","0","30","0","0","98","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1246","1","1","0.1","4183","4183","4","0","92","158","100","49","0","0","0","0","0","0.03305824493267995","13.190239728139298","4.8821590646098985","<RuntimePrimitiveException>","0.5108695652173914","0.4873417721518987","0.57","0.7755102040816326","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","92","158","100","49","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1257","1","1","0.1","3328","3328","4","2","0","0","0","0","0","0","39","160","42","0.09241695810710913","22.45732082002752","9.388614644760022","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.4615384615384617","3.025","2.857142857142857","2","0","0","0","0","0","0","39","160","42","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1248","1","1","0.1","4067","4067","4","0","0","7","71","0","13","0","185","0","0","0.06879966170008216","18.988706629222676","7.527215701655196","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","1.1126760563380282","<RuntimePrimitiveException>","1.3076923076923077","<RuntimePrimitiveException>","2.345945945945946","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0","7","71","0","13","0","185","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1255","1","1","0.1","4072","4072","4","0","79","170","0","0","53","65","0","0","0","0.03922321792004964","14.394920976658218","5.280599736065074","<RuntimePrimitiveException>","0.13924050632911392","0.5705882352941176","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5094339622641509","0.6461538461538462","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","79","170","0","0","53","65","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1253","1","1","0.1","4047","4047","4","0","39","0","90","0","9","0","155","0","0","0.06010664436654508","17.61124679939771","6.285554367123308","<RuntimePrimitiveException>","0.7435897435897436","<RuntimePrimitiveException>","0.7333333333333333","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","1.3548387096774193","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","39","0","90","0","9","0","155","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1252","1","1","0.1","4344","4344","4","0","10","55","0","99","0","0","143","0","0","0.059627699266993225","18.30570367496692","6.34370701672995","<RuntimePrimitiveException>","0.4","0.2727272727272727","<RuntimePrimitiveException>","1.6464646464646464","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.4965034965034965","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","10","55","0","99","0","0","143","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1261","1","1","0.15","2571","2571","4","0","0","0","0","5","52","0","37","163","0","0.08541910195038938","21.95270920125007","8.73829202491603","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.2","2.019230769230769","<RuntimePrimitiveException>","2.2162162162162162","2.521472392638037","<RuntimePrimitiveException>","0","0","0","0","5","52","0","37","163","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1244","1","1","0.1","5779","5779","4","0","0","72","0","22","133","77","0","0","0","0.057036361073199135","17.339053766252537","6.003989236779193","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.5","<RuntimePrimitiveException>","0.13636363636363635","0.9172932330827067","1.7012987012987013","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0","72","0","22","133","77","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1242","1","1","0.1","6120","6120","4","25","0","10","146","173","0","0","0","0","0","0.04279686392368144","15.15008982898323","5.221838025930186","0.08","<RuntimePrimitiveException>","0","0.4520547945205479","0.6647398843930635","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","25","0","10","146","173","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1245","1","1","0.1","6009","6009","4","0","0","4","0","31","0","0","28","0","171","0.09113754839961155","21.326186325509102","8.367521367521368","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.25","<RuntimePrimitiveException>","1.8709677419354838","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.3214285714285714","<RuntimePrimitiveException>","2.280701754385965","0","0","4","0","31","0","0","28","0","171","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1247","1","1","0.1","6474","6474","4","0","12","0","15","0","0","0","26","196","0","0.08407658909461396","20.935070684558877","8.39974825489806","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","2.3333333333333335","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.8461538461538463","2.7755102040816326","<RuntimePrimitiveException>","0","12","0","15","0","0","0","26","196","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1258","1","1","0.1","5180","5180","4","0","74","122","0","0","51","0","0","82","0","0.0471428686011585","15.510003769781147","5.024483695099751","<RuntimePrimitiveException>","0.24324324324324326","0.32786885245901637","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.6862745098039216","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.7560975609756098","<RuntimePrimitiveException>","0","74","122","0","0","51","0","0","82","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1249","1","1","0.1","6307","6307","4","0","65","93","0","0","57","112","0","0","0","0.047878014802148774","15.656110840302649","5.521077705030008","<RuntimePrimitiveException>","0.12307692307692308","0.5376344086021505","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.7894736842105263","1.2053571428571428","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","65","93","0","0","57","112","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1243","1","1","0.1","7305","7305","4","0","36","0","0","0","102","0","10","117","0","0.07039360897768582","18.65430637908674","6.785459983537052","<RuntimePrimitiveException>","0.19444444444444445","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.1176470588235294","<RuntimePrimitiveException>","1.4","1.2905982905982907","<RuntimePrimitiveException>","0","36","0","0","0","102","0","10","117","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1250","1","1","0.1","5456","5456","4","0","0","0","4","14","23","0","0","198","0","0.08784672098988494","20.9953663165825","8.401529406676621","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0","1.434782608695652","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.313131313131313","<RuntimePrimitiveException>","0","0","0","4","14","23","0","0","198","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1267","1","1","0.15","2511","2511","4","0","0","0","1","11","0","14","0","0","213","0.09789028255047574","23.395777529563702","10.029879963894063","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1","1","<RuntimePrimitiveException>","3.9285714285714284","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3.60093896713615","0","0","0","1","11","0","14","0","0","213","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1264","1","1","0.15","3154","3154","4","0","0","0","12","0","10","2","0","0","215","0.09945140695773569","23.768886262898828","9.82066151569616","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.9166666666666667","<RuntimePrimitiveException>","1.4","1","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3.902325581395349","0","0","0","12","0","10","2","0","0","215","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1259","1","1","0.1","6514","6514","4","0","0","0","7","11","0","0","0","134","70","0.09213341333782364","20.45361776099685","7.594594594594595","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0.9090909090909091","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.7686567164179106","1.5571428571428572","0","0","0","7","11","0","0","0","134","70","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1260","1","1","0.1","5182","5182","4","0","0","6","0","9","0","0","0","147","83","0.09403154760578651","23.037729163417694","8.583750882533995","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.6666666666666666","<RuntimePrimitiveException>","1.7777777777777777","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.741496598639456","2.4216867469879517","0","0","6","0","9","0","0","0","147","83","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1251","1","1","0.1","7176","7176","4","0","2","0","1","0","0","52","204","0","0","0.07868541070052319","20.37952137143551","7.64843889529486","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.1153846153846154","1.892156862745098","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","2","0","1","0","0","52","204","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1265","1","1","0.15","3321","3321","4","0","0","0","0","0","0","7","1","18","206","0.1047058605762248","24.291759653684153","10.412481352504066","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","1.1428571428571428","3","2.3333333333333335","3.766990291262136","0","0","0","0","0","0","7","1","18","206","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1254","1","1","0.1","7085","7085","4","0","0","6","7","0","5","0","0","228","0","0.08887820106459783","21.864037461891066","8.866492678501523","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2","0.7142857142857143","<RuntimePrimitiveException>","3.8","<RuntimePrimitiveException>","<RuntimePrimitiveException>","3.008771929824561","<RuntimePrimitiveException>","0","0","6","7","0","5","0","0","228","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1263","1","1","0.15","3636","3636","4","0","0","0","4","0","2","0","93","0","124","0.0952771433371995","21.24680296419549","9.929444692871707","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","8","<RuntimePrimitiveException>","3","<RuntimePrimitiveException>","2.817204301075269","<RuntimePrimitiveException>","4.104838709677419","0","0","0","4","0","2","0","93","0","124","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1256","1","1","0.1","7343","7343","4","0","0","16","37","0","31","0","194","0","0","0.06973790751638494","19.38713828955501","6.503597122302159","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0.125","0.5675675675675675","<RuntimePrimitiveException>","0.6774193548387096","<RuntimePrimitiveException>","1.1649484536082475","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","0","16","37","0","31","0","194","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1262","1","1","0.15","4544","4544","4","0","20","0","22","0","1","0","208","0","0","0.07358256318029144","18.46922335825315","7.872023524240504","<RuntimePrimitiveException>","0.1","<RuntimePrimitiveException>","0.8181818181818182","<RuntimePrimitiveException>","0","<RuntimePrimitiveException>","2.125","<RuntimePrimitiveException>","<RuntimePrimitiveException>","0","20","0","22","0","1","0","208","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1268","1","1","0.15","3708","3708","4","0","0","0","0","9","3","0","0","58","165","0.10094318176714155","23.721647715278266","10.014832083186876","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","4.444444444444445","2.3333333333333335","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.103448275862069","3.212121212121212","0","0","0","0","9","3","0","0","58","165","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1270","1","1","0.15","2991","2991","4","0","0","0","0","0","50","21","12","172","0","0.08674015215884592","22.11873880050571","9.880125766130627","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","<RuntimePrimitiveException>","2.64","2.5238095238095237","4.5","4.133720930232558","<RuntimePrimitiveException>","0","0","0","0","0","50","21","12","172","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
